Hotel Name,Address,Price,Room Type,Room Price Detail
ハレクラニ沖縄,沖縄県・恩納村 [全360室],"84,300円～",ハレクラニクリフヴィラ　※ラウンジ利用・プール・天然温泉付※,"['ポイント2%分利用で490,314円～朝食付2名税込480,508円～詳細･予約', 'ポイント2%分利用で565,456円～2名税込554,148円～詳細･予約']"
シギラベイサイドスイート アラマンダ,沖縄県・宮古島 [全174室],"84,300円～",ジャグジースイート・グリーンビュー1F＜テラスジャグジー付＞,"['ポイント20%分利用で34,340円～朝食付2名税込27,480円～詳細･予約']"
シギラベイサイドスイート アラマンダ,沖縄県・宮古島 [全174室],"84,300円～",スーペリアスイート1F-4F＜デイベッド付＞,"['ポイント20%分利用で36,200円～朝食付2名税込28,960円～詳細･予約']"
シギラベイサイドスイート アラマンダ,沖縄県・宮古島 [全174室],"84,300円～",ジャグジースイート1F-4F＜キッチン・テラスジャグジー付＞,"['ポイント20%分利用で39,100円～朝食付2名税込31,280円～詳細･予約']"
シギラベイサイドスイート アラマンダ,沖縄県・宮古島 [全174室],"84,300円～",プールヴィララグーンスイート 1F-3F＜ラウンジ利用付＞,"['ポイント20%分利用で45,900円～朝食付2名税込36,720円～詳細･予約']"
シギラベイサイドスイート アラマンダ,沖縄県・宮古島 [全174室],"84,300円～",プールヴィララグーンスイート ダブルルーム3F　ラウンジ利用,"['ポイント20%分利用で45,900円～朝食付2名税込36,720円～詳細･予約']"
シギラベイサイドスイート アラマンダ,沖縄県・宮古島 [全174室],"84,300円～",プールヴィララグーンスイート最上階・4F＜ラウンジ利用付＞,"['ポイント20%分利用で51,340円～朝食付2名税込41,080円～詳細･予約']"
シギラベイサイドスイート アラマンダ,沖縄県・宮古島 [全174室],"84,300円～",＜愛犬ルーム＞プールヴィララグーンスイート1F　ラウンジ利用,"['ポイント20%分利用で54,000円～朝食付2名税込43,200円～詳細･予約']"
シギラベイサイドスイート アラマンダ,沖縄県・宮古島 [全174室],"84,300円～",部屋タイプ指定なし（禁煙）,"['ポイント20%分利用で63,800円～朝食付2名税込51,040円～詳細･予約']"
シギラベイサイドスイート アラマンダ,沖縄県・宮古島 [全174室],"84,300円～",プールヴィラロイヤルスイート＜温水プール・サウナ・ラウンジ＞,"['ポイント20%分利用で67,660円～朝食付2名税込54,140円～詳細･予約']"
シャングリ・ラ 東京,東京都・丸の内・東京駅隣接 [全200室],"84,300円～",【禁煙】デラックスキングルーム,"['ポイント2%分利用で104,362円～2名税込102,276円～詳細･予約', 'ポイント2%分利用で120,048円～朝食付2名税込117,648円～詳細･予約']"
シャングリ・ラ 東京,東京都・丸の内・東京駅隣接 [全200室],"84,300円～",【禁煙】デラックスツインルーム,"['ポイント2%分利用で104,362円～2名税込102,276円～詳細･予約', 'ポイント2%分利用で120,048円～朝食付2名税込117,648円～詳細･予約']"
シャングリ・ラ 東京,東京都・丸の内・東京駅隣接 [全200室],"84,300円～",【禁煙】デラックス インペリアルガーデンビューキングルーム,"['ポイント2%分利用で110,686円～2名税込108,474円～詳細･予約', 'ポイント2%分利用で126,372円～朝食付2名税込123,846円～詳細･予約']"
シャングリ・ラ 東京,東京都・丸の内・東京駅隣接 [全200室],"84,300円～",【禁煙】デラックス インペリアルガーデンビューツインルーム,"['ポイント2%分利用で110,686円～2名税込108,474円～詳細･予約', 'ポイント2%分利用で126,372円～朝食付2名税込123,846円～詳細･予約']"
シャングリ・ラ 東京,東京都・丸の内・東京駅隣接 [全200室],"84,300円～",【禁煙】プレミアルーム,"['ポイント2%分利用で129,662円～2名税込127,070円～詳細･予約', 'ポイント2%分利用で145,348円～朝食付2名税込142,442円～詳細･予約']"
シャングリ・ラ 東京,東京都・丸の内・東京駅隣接 [全200室],"84,300円～",ホライゾンデラックスキングルーム,"['ポイント2%分利用で151,800円～朝食付2名税込148,764円～詳細･予約']"
シャングリ・ラ 東京,東京都・丸の内・東京駅隣接 [全200室],"84,300円～",ホライゾンデラックスインペリアルガーデンビューキングルーム,"['ポイント2%分利用で154,962円～朝食付2名税込151,864円～詳細･予約']"
シャングリ・ラ 東京,東京都・丸の内・東京駅隣接 [全200室],"84,300円～",ホライゾンデラックスインペリアルガーデンビューツインルーム,"['ポイント2%分利用で158,124円～朝食付2名税込154,962円～詳細･予約']"
シャングリ・ラ 東京,東京都・丸の内・東京駅隣接 [全200室],"84,300円～",ホライゾンデラックスツインルーム,"['ポイント2%分利用で164,450円～朝食付2名税込161,162円～詳細･予約']"
シャングリ・ラ 東京,東京都・丸の内・東京駅隣接 [全200室],"84,300円～",【禁煙】エグゼクティブスイート,"['ポイント2%分利用で167,612円～朝食付2名税込164,260円～詳細･予約']"
シャングリ・ラ 東京,東京都・丸の内・東京駅隣接 [全200室],"84,300円～",【禁煙】プレミアスイート（部屋タイプお任せツインorキング）,"['ポイント2%分利用で294,112円～朝食付2名税込288,230円～詳細･予約']"
ザ・キャピトルホテル 東急,東京都・溜池山王駅・国会議事堂前駅直結 [全251室],"84,300円～",デラックスハリウッドツイン【禁煙】,"['ポイント17%分利用+割引で101,832円～2名税込76,078円～詳細･予約', 'ポイント17%分利用+割引で113,470円～朝食付2名税込84,767円～詳細･予約']"
ザ・キャピトルホテル 東急,東京都・溜池山王駅・国会議事堂前駅直結 [全251室],"84,300円～",デラックスキング【禁煙】,"['ポイント17%分利用+割引で101,832円～2名税込76,078円～詳細･予約', 'ポイント17%分利用+割引で113,470円～朝食付2名税込84,767円～詳細･予約']"
ザ・キャピトルホテル 東急,東京都・溜池山王駅・国会議事堂前駅直結 [全251室],"84,300円～",デラックスキング【喫煙】,"['ポイント17%分利用+割引で109,104円～2名税込81,517円～詳細･予約', 'ポイント17%分利用+割引で120,742円～朝食付2名税込90,206円～詳細･予約']"
ザ・キャピトルホテル 東急,東京都・溜池山王駅・国会議事堂前駅直結 [全251室],"84,300円～",プレミアコーナーツイン【禁煙】,"['ポイント17%分利用+割引で130,926円～2名税込97,808円～詳細･予約', 'ポイント17%分利用+割引で142,564円～朝食付2名税込106,497円～詳細･予約']"
ザ・キャピトルホテル 東急,東京都・溜池山王駅・国会議事堂前駅直結 [全251室],"84,300円～",プレミアコーナーキング【禁煙】,"['ポイント17%分利用+割引で130,926円～2名税込97,808円～詳細･予約', 'ポイント17%分利用+割引で142,564円～朝食付2名税込106,497円～詳細･予約']"
ザ・キャピトルホテル 東急,東京都・溜池山王駅・国会議事堂前駅直結 [全251室],"84,300円～",プレミアコーナーツイン【喫煙】,"['ポイント17%分利用+割引で138,200円～2名税込103,249円～詳細･予約']"
ザ・キャピトルホテル 東急,東京都・溜池山王駅・国会議事堂前駅直結 [全251室],"84,300円～",プレミアコーナーツイン ビューバス【禁煙】,"['ポイント17%分利用+割引で138,200円～2名税込103,249円～詳細･予約', 'ポイント17%分利用+割引で169,444円～朝食付2名税込126,575円～詳細･予約']"
ザ・キャピトルホテル 東急,東京都・溜池山王駅・国会議事堂前駅直結 [全251室],"84,300円～",プレミアコーナーキング ビューバス【禁煙】,"['ポイント17%分利用+割引で138,200円～2名税込103,249円～詳細･予約', 'ポイント17%分利用+割引で169,444円～朝食付2名税込126,575円～詳細･予約']"
ザ・キャピトルホテル 東急,東京都・溜池山王駅・国会議事堂前駅直結 [全251室],"84,300円～",クラブデラックスキング【禁煙】,"['ポイント17%分利用+割引で145,474円～朝食付2名税込108,675円～詳細･予約']"
ザ・キャピトルホテル 東急,東京都・溜池山王駅・国会議事堂前駅直結 [全251室],"84,300円～",クラブデラックスハリウッド【禁煙】,"['ポイント17%分利用+割引で145,474円～朝食付2名税込108,675円～詳細･予約']"
ザ・キャピトルホテル 東急,東京都・溜池山王駅・国会議事堂前駅直結 [全251室],"84,300円～",プレミアキング【禁煙】,"['ポイント17%分利用+割引で145,474円～2名税込108,675円～詳細･予約', 'ポイント17%分利用+割引で157,112円～朝食付2名税込117,364円～詳細･予約']"
ザ・キャピトルホテル 東急,東京都・溜池山王駅・国会議事堂前駅直結 [全251室],"84,300円～",ユニバーサルコーナーツイン【禁煙】,"['ポイント17%分利用+割引で167,548円～朝食付2名税込125,175円～詳細･予約']"
ザ・キャピトルホテル 東急,東京都・溜池山王駅・国会議事堂前駅直結 [全251室],"84,300円～",クラブプレミアコーナーツイン【禁煙】,"['ポイント17%分利用+割引で189,116円～朝食付2名税込141,272円～詳細･予約']"
ザ・キャピトルホテル 東急,東京都・溜池山王駅・国会議事堂前駅直結 [全251室],"84,300円～",ドッグフレンドリープレミアコーナーツイン【禁煙】,"['ポイント17%分利用+割引で199,164円～朝食付2名税込148,784円～詳細･予約']"
ザ・キャピトルホテル 東急,東京都・溜池山王駅・国会議事堂前駅直結 [全251室],"84,300円～",クラブプレミアキング【禁煙】,"['ポイント17%分利用+割引で203,664円～朝食付2名税込152,154円～詳細･予約']"
ザ・キャピトルホテル 東急,東京都・溜池山王駅・国会議事堂前駅直結 [全251室],"84,300円～",ドッグフレンドリープレミアキング【禁煙】,"['ポイント17%分利用+割引で213,712円～朝食付2名税込159,651円～詳細･予約']"
ザ・キャピトルホテル 東急,東京都・溜池山王駅・国会議事堂前駅直結 [全251室],"84,300円～",コネクティングルーム【禁煙】,"['ポイント17%分利用+割引で232,760円～2名税込173,886円～詳細･予約', 'ポイント17%分利用+割引で244,398円～朝食付2名税込182,577円～詳細･予約']"
ザ・キャピトルホテル 東急,東京都・溜池山王駅・国会議事堂前駅直結 [全251室],"84,300円～",ジュニアスイート【禁煙】,"['ポイント17%分利用+割引で247,306円～朝食付2名税込184,751円～詳細･予約']"
ザ・キャピトルホテル 東急,東京都・溜池山王駅・国会議事堂前駅直結 [全251室],"84,300円～",エグゼクティブスイート　キング　【禁煙】,"['ポイント17%分利用+割引で436,424円～朝食付2名税込326,023円～詳細･予約']"
ザ・キャピトルホテル 東急,東京都・溜池山王駅・国会議事堂前駅直結 [全251室],"84,300円～",エグゼクティブスイート　ツイン【禁煙】,"['ポイント17%分利用+割引で436,424円～朝食付2名税込326,023円～詳細･予約']"
ザ・キャピトルホテル 東急,東京都・溜池山王駅・国会議事堂前駅直結 [全251室],"84,300円～",ガーデンスイート ツイン 【禁煙】,"['ポイント17%分利用+割引で581,900円～朝食付2名税込434,681円～詳細･予約']"
熱海パールスターホテル,静岡県・熱海  / 熱海温泉[全87室],"84,300円～",スーペリア オーシャンビュー 室礼,"['ポイント15%分利用で64,250円～朝食付2名税込54,620円～詳細･予約', 'ポイント15%分利用で93,884円～夕朝食付2名税込79,814円～詳細･予約']"
熱海パールスターホテル,静岡県・熱海  / 熱海温泉[全87室],"84,300円～",スーペリアオーシャンビュー“ROTEN”,"['ポイント15%分利用で75,250円～朝食付2名税込63,970円～詳細･予約', 'ポイント15%分利用で121,866円～夕朝食付2名税込103,596円～詳細･予約']"
熱海パールスターホテル,静岡県・熱海  / 熱海温泉[全87室],"84,300円～",デラックス　オーシャンビュー　“ROTEN”　（高層階）,"['ポイント15%分利用で86,140円～朝食付2名税込73,225円～詳細･予約', 'ポイント15%分利用で132,212円～夕朝食付2名税込112,382円～詳細･予約']"
熱海パールスターホテル,静岡県・熱海  / 熱海温泉[全87室],"84,300円～",デラックス　オーシャンビュー　“ROTEN”　室礼,"['ポイント15%分利用で86,140円～朝食付2名税込73,225円～詳細･予約', 'ポイント15%分利用で132,212円～夕朝食付2名税込112,382円～詳細･予約']"
熱海パールスターホテル,静岡県・熱海  / 熱海温泉[全87室],"84,300円～",DX オーシャンビュー “VIEW BATH” 室礼,"['ポイント15%分利用で109,340円～朝食付2名税込92,945円～詳細･予約', 'ポイント15%分利用で127,974円～夕朝食付2名税込108,789円～詳細･予約']"
熱海パールスターホテル,静岡県・熱海  / 熱海温泉[全87室],"84,300円～",【バリアフリー対応】ユニバーサル オーシャンビュー ツイン,"['ポイント15%分利用で109,340円～朝食付2名税込92,945円～詳細･予約', 'ポイント15%分利用で143,802円～夕朝食付2名税込122,232円～詳細･予約']"
熱海パールスターホテル,静岡県・熱海  / 熱海温泉[全87室],"84,300円～",スイート　ヒルサイド　“TERRACE BATH”　（街側）,"['ポイント15%分利用で163,350円～朝食付2名税込138,855円～詳細･予約', 'ポイント15%分利用で195,110円～夕朝食付2名税込165,845円～詳細･予約']"
熱海パールスターホテル,静岡県・熱海  / 熱海温泉[全87室],"84,300円～",スイートヒルサイド“TERRACE BATH”室礼（街側）,"['ポイント15%分利用で163,350円～朝食付2名税込138,855円～詳細･予約', 'ポイント15%分利用で195,110円～夕朝食付2名税込165,845円～詳細･予約']"
熱海パールスターホテル,静岡県・熱海  / 熱海温泉[全87室],"84,300円～",ジュニアスイート　オーシャンビュー　“ROTEN”,"['ポイント15%分利用で179,684円～朝食付2名税込152,744円～詳細･予約', 'ポイント15%分利用で210,630円～夕朝食付2名税込179,040円～詳細･予約']"
熱海パールスターホテル,静岡県・熱海  / 熱海温泉[全87室],"84,300円～",プレミアスイート　オーシャンビュー　“ROTEN”,"['ポイント15%分利用で359,370円～朝食付2名税込305,475円～詳細･予約', 'ポイント15%分利用で381,330円～夕朝食付2名税込324,135円～詳細･予約']"
"ROKU KYOTO, LXR Hotels & Resorts",京都府・京都市  / 京都温泉[全114室],"84,300円～",デラックスルーム キング,"['ポイント2%分利用で118,536円～2名税込116,172円～詳細･予約', 'ポイント2%分利用で128,928円～朝食付2名税込126,356円～詳細･予約', 'ポイント2%分利用で166,244円～夕朝食付2名税込162,926円～詳細･予約', 'ポイント2%分利用で178,464円～朝昼食付2名税込174,902円～詳細･予約']"
"ROKU KYOTO, LXR Hotels & Resorts",京都府・京都市  / 京都温泉[全114室],"84,300円～",デラックスルーム ツイン,"['ポイント2%分利用で120,578円～2名税込118,174円～詳細･予約', 'ポイント2%分利用で130,698円～朝食付2名税込128,092円～詳細･予約', 'ポイント2%分利用で166,244円～夕朝食付2名税込162,926円～詳細･予約', 'ポイント2%分利用で178,718円～朝昼食付2名税込175,150円～詳細･予約']"
"ROKU KYOTO, LXR Hotels & Resorts",京都府・京都市  / 京都温泉[全114室],"84,300円～",鷹峯デラックスルーム キング,"['ポイント2%分利用で134,366円～朝食付2名税込131,686円～詳細･予約', 'ポイント2%分利用で135,126円～2名税込132,430円～詳細･予約', 'ポイント2%分利用で172,570円～夕朝食付2名税込169,126円～詳細･予約', 'ポイント2%分利用で190,356円～朝昼食付2名税込186,556円～詳細･予約']"
"ROKU KYOTO, LXR Hotels & Resorts",京都府・京都市  / 京都温泉[全114室],"84,300円～",鷹峯デラックスルーム ツイン,"['ポイント2%分利用で134,366円～朝食付2名税込131,686円～詳細･予約', 'ポイント2%分利用で135,126円～2名税込132,430円～詳細･予約', 'ポイント2%分利用で172,570円～夕朝食付2名税込169,126円～詳細･予約', 'ポイント2%分利用で189,976円～朝昼食付2名税込186,184円～詳細･予約']"
"ROKU KYOTO, LXR Hotels & Resorts",京都府・京都市  / 京都温泉[全114室],"84,300円～",プレミアデラックスルーム キング,"['ポイント2%分利用で138,858円～2名税込136,088円～詳細･予約', 'ポイント2%分利用で149,040円～朝食付2名税込146,066円～詳細･予約', 'ポイント2%分利用で187,750円～夕朝食付2名税込184,002円～詳細･予約', 'ポイント2%分利用で205,030円～朝昼食付2名税込200,936円～詳細･予約']"
"ROKU KYOTO, LXR Hotels & Resorts",京都府・京都市  / 京都温泉[全114室],"84,300円～",プレミアデラックスルーム ツイン,"['ポイント2%分利用で138,858円～2名税込136,088円～詳細･予約', 'ポイント2%分利用で149,040円～朝食付2名税込146,066円～詳細･予約', 'ポイント2%分利用で187,750円～夕朝食付2名税込184,002円～詳細･予約', 'ポイント2%分利用で205,156円～朝昼食付2名税込201,060円～詳細･予約']"
"ROKU KYOTO, LXR Hotels & Resorts",京都府・京都市  / 京都温泉[全114室],"84,300円～",パノラマデラックスルーム キング,"['ポイント2%分利用で138,920円～2名税込136,148円～詳細･予約', 'ポイント2%分利用で139,300円～朝食付2名税込136,520円～詳細･予約', 'ポイント2%分利用で176,364円～夕朝食付2名税込172,844円～詳細･予約', 'ポイント2%分利用で193,772円～朝昼食付2名税込189,904円～詳細･予約']"
"ROKU KYOTO, LXR Hotels & Resorts",京都府・京都市  / 京都温泉[全114室],"84,300円～",温泉ガーデンルーム キング,"['ポイント2%分利用で149,610円～2名税込146,624円～詳細･予約', 'ポイント2%分利用で159,794円～朝食付2名税込156,606円～詳細･予約', 'ポイント2%分利用で200,400円～夕朝食付2名税込196,398円～詳細･予約', 'ポイント2%分利用で218,186円～朝昼食付2名税込213,830円～詳細･予約']"
"ROKU KYOTO, LXR Hotels & Resorts",京都府・京都市  / 京都温泉[全114室],"84,300円～",温泉ガーデンルーム ツイン,"['ポイント2%分利用で149,610円～2名税込146,624円～詳細･予約', 'ポイント2%分利用で159,794円～朝食付2名税込156,606円～詳細･予約', 'ポイント2%分利用で200,400円～夕朝食付2名税込196,398円～詳細･予約', 'ポイント2%分利用で217,806円～朝昼食付2名税込213,456円～詳細･予約']"
"ROKU KYOTO, LXR Hotels & Resorts",京都府・京都市  / 京都温泉[全114室],"84,300円～",プールサイドテラスルーム キング,"['ポイント2%分利用で161,438円～2名税込158,216円～詳細･予約', 'ポイント2%分利用で171,558円～朝食付2名税込168,134円～詳細･予約', 'ポイント2%分利用で214,314円～夕朝食付2名税込210,034円～詳細･予約', 'ポイント2%分利用で233,998円～朝昼食付2名税込229,326円～詳細･予約']"
"ROKU KYOTO, LXR Hotels & Resorts",京都府・京都市  / 京都温泉[全114室],"84,300円～",ROKUスイートルーム ツイン,"['ポイント2%分利用で386,166円～2名税込378,450円～詳細･予約', 'ポイント2%分利用で396,348円～朝食付2名税込388,428円～詳細･予約', 'ポイント2%分利用で478,700円～夕朝食付2名税込469,132円～詳細･予約', 'ポイント2%分利用で498,256円～朝昼食付2名税込488,298円～詳細･予約']"
"ROKU KYOTO, LXR Hotels & Resorts",京都府・京都市  / 京都温泉[全114室],"84,300円～",PEAKスイートルーム キング,"['ポイント2%分利用で386,166円～2名税込378,450円～詳細･予約', 'ポイント2%分利用で396,348円～朝食付2名税込388,428円～詳細･予約', 'ポイント2%分利用で478,700円～夕朝食付2名税込469,132円～詳細･予約', 'ポイント2%分利用で496,106円～朝昼食付2名税込486,190円～詳細･予約']"
東京ステーションホテル,東京都・東京駅丸の内南口直結 [全150室],"84,300円～",ドームサイド キング【禁煙】,"['ポイント10%分利用で65,122円～2名税込58,612円～詳細･予約', 'ポイント10%分利用で75,322円～朝食付2名税込67,792円～詳細･予約', 'ポイント10%分利用で95,322円～夕朝食付2名税込85,792円～詳細･予約']"
東京ステーションホテル,東京都・東京駅丸の内南口直結 [全150室],"84,300円～",ドームサイド コンフォートキング【禁煙】,"['ポイント10%分利用で65,122円～2名税込58,612円～詳細･予約', 'ポイント10%分利用で75,322円～朝食付2名税込67,792円～詳細･予約', 'ポイント10%分利用で95,322円～夕朝食付2名税込85,792円～詳細･予約']"
東京ステーションホテル,東京都・東京駅丸の内南口直結 [全150室],"84,300円～",パレスサイド コンフォートツイン【禁煙】,"['ポイント10%分利用で73,876円～2名税込66,496円～詳細･予約', 'ポイント10%分利用で84,076円～朝食付2名税込75,676円～詳細･予約', 'ポイント10%分利用で114,076円～夕朝食付2名税込102,676円～詳細･予約']"
東京ステーションホテル,東京都・東京駅丸の内南口直結 [全150室],"84,300円～",パレスサイド コンフォートキング【禁煙】,"['ポイント10%分利用で73,876円～2名税込66,496円～詳細･予約', 'ポイント10%分利用で84,076円～朝食付2名税込75,676円～詳細･予約', 'ポイント10%分利用で114,076円～夕朝食付2名税込102,676円～詳細･予約']"
東京ステーションホテル,東京都・東京駅丸の内南口直結 [全150室],"84,300円～",サウスウイング スーペリアツイン【喫煙】,"['ポイント10%分利用で80,150円～2名税込72,140円～詳細･予約', 'ポイント10%分利用で89,330円～朝食付2名税込80,400円～詳細･予約', 'ポイント10%分利用で119,256円～夕朝食付2名税込107,336円～詳細･予約']"
東京ステーションホテル,東京都・東京駅丸の内南口直結 [全150室],"84,300円～",パレスサイド スーペリアツイン【禁煙】,"['ポイント10%分利用で81,150円～2名税込73,040円～詳細･予約', 'ポイント10%分利用で90,330円～朝食付2名税込81,300円～詳細･予約', 'ポイント10%分利用で120,368円～夕朝食付2名税込108,338円～詳細･予約']"
東京ステーションホテル,東京都・東京駅丸の内南口直結 [全150室],"84,300円～",クラシック スーペリアツイン【禁煙】,"['ポイント10%分利用で84,856円～2名税込76,376円～詳細･予約', 'ポイント10%分利用で95,056円～朝食付2名税込85,556円～詳細･予約', 'ポイント10%分利用で125,056円～夕朝食付2名税込112,556円～詳細･予約']"
東京ステーションホテル,東京都・東京駅丸の内南口直結 [全150室],"84,300円～",クラシック スーペリアツイン【喫煙】,"['ポイント10%分利用で84,856円～2名税込76,376円～詳細･予約', 'ポイント10%分利用で95,056円～朝食付2名税込85,556円～詳細･予約', 'ポイント10%分利用で125,056円～夕朝食付2名税込112,556円～詳細･予約']"
東京ステーションホテル,東京都・東京駅丸の内南口直結 [全150室],"84,300円～",シティビュー スーペリアキング【禁煙】,"['ポイント10%分利用で90,168円～2名税込81,158円～詳細･予約', 'ポイント10%分利用で100,368円～朝食付2名税込90,338円～詳細･予約', 'ポイント10%分利用で147,668円～夕朝食付2名税込132,908円～詳細･予約']"
東京ステーションホテル,東京都・東京駅丸の内南口直結 [全150室],"84,300円～",シティビュー スーペリアツイン【禁煙】,"['ポイント10%分利用で90,168円～2名税込81,158円～詳細･予約', 'ポイント10%分利用で100,368円～朝食付2名税込90,338円～詳細･予約']"
東京ステーションホテル,東京都・東京駅丸の内南口直結 [全150室],"84,300円～",シティビュー キング【禁煙】,"['ポイント10%分利用で90,168円～2名税込81,158円～詳細･予約', 'ポイント10%分利用で100,368円～朝食付2名税込90,338円～詳細･予約', 'ポイント10%分利用で147,668円～夕朝食付2名税込132,908円～詳細･予約']"
東京ステーションホテル,東京都・東京駅丸の内南口直結 [全150室],"84,300円～",パレスビュー スーペリアツイン【禁煙】,"['ポイント10%分利用で92,218円～2名税込82,998円～詳細･予約', 'ポイント10%分利用で102,418円～朝食付2名税込92,178円～詳細･予約', 'ポイント10%分利用で132,418円～夕朝食付2名税込119,178円～詳細･予約']"
東京ステーションホテル,東京都・東京駅丸の内南口直結 [全150室],"84,300円～",ドームサイド スーペリアツイン【禁煙】,"['ポイント10%分利用で92,940円～2名税込83,650円～詳細･予約', 'ポイント10%分利用で103,140円～朝食付2名税込92,830円～詳細･予約', 'ポイント10%分利用で123,140円～夕朝食付2名税込110,830円～詳細･予約']"
東京ステーションホテル,東京都・東京駅丸の内南口直結 [全150室],"84,300円～",ドームサイド スーペリアキング【禁煙】,"['ポイント10%分利用で92,940円～2名税込83,650円～詳細･予約', 'ポイント10%分利用で103,140円～朝食付2名税込92,830円～詳細･予約', 'ポイント10%分利用で133,140円～夕朝食付2名税込119,830円～詳細･予約']"
